start,duration,confidence
81.24014,0.25376,0.293
81.49391,0.26078,0.396
81.75469,0.26078,0.396
82.01547,0.26039,0.745
82.27586,0.26039,0.745
82.53626,0.26151,0.104
82.79777,0.26151,0.104
83.05928,0.26093,0.074
83.32022,0.26093,0.074
83.58115,0.26060,0.641
83.84176,0.26060,0.641
84.10236,0.26515,0.803
84.36751,0.26515,0.803
84.63265,0.27237,0.142
84.90503,0.27237,0.142
85.17740,0.26468,0.086
85.44207,0.26468,0.086
85.70675,0.25733,0.404
85.96408,0.25733,0.404
86.22140,0.26288,0.694
86.48428,0.26288,0.694
86.74716,0.27038,0.773
87.01754,0.27038,0.773
87.28792,0.27045,0.280
87.55837,0.27045,0.280
87.82882,0.27054,0.337
88.09936,0.27054,0.337
88.36990,0.27040,0.447
88.64030,0.27040,0.447
88.91071,0.27783,0.629
89.18853,0.27783,0.629
89.46636,0.28502,0.588
89.75137,0.28502,0.588
90.03639,0.28480,0.649
90.32119,0.28480,0.649
90.60599,0.28387,0.590
90.88986,0.28387,0.590
91.17373,0.28286,0.796
91.45659,0.28286,0.796
91.73945,0.28225,0.718
92.02170,0.28225,0.718
92.30396,0.28119,0.833
92.58515,0.28119,0.833
92.86634,0.27992,0.802
93.14626,0.27992,0.802
93.42618,0.27911,0.819
93.70529,0.27911,0.819
93.98440,0.27789,0.800
94.26229,0.27789,0.800
94.54018,0.27691,0.852
94.81709,0.27691,0.852
95.09400,0.27575,0.805
95.36975,0.27575,0.805
95.64551,0.27375,0.856
95.91926,0.27375,0.856
96.19301,0.27318,0.819
96.46619,0.27318,0.819
96.73937,0.27201,0.838
97.01138,0.27201,0.838
97.28339,0.27061,0.830
97.55399,0.27061,0.830
97.82460,0.26901,0.851
98.09361,0.26901,0.851
98.36263,0.26834,0.797
98.63097,0.26834,0.797
98.89931,0.26723,0.796
99.16654,0.26723,0.796
99.43377,0.26658,0.777
99.70035,0.26658,0.777
99.96693,0.26510,0.788
100.23203,0.26510,0.788
100.49712,0.26407,0.791
100.76120,0.26407,0.791
101.02527,0.26231,0.811
101.28758,0.26231,0.811
101.54988,0.26148,0.816
101.81136,0.26148,0.816
102.07284,0.25980,0.814
102.33263,0.25980,0.814
102.59243,0.25904,0.808
102.85148,0.25904,0.808
103.11052,0.25807,0.810
103.36859,0.25807,0.810
103.62665,0.25671,0.814
103.88336,0.25671,0.814
104.14007,0.25558,0.746
104.39566,0.25558,0.746
104.65124,0.25497,0.787
104.90621,0.25497,0.787
105.16118,0.25343,0.786
105.41461,0.25343,0.786
105.66804,0.25297,0.768
105.92101,0.25297,0.768
106.17398,0.25135,0.762
106.42533,0.25135,0.762
106.67668,0.25019,0.735
106.92687,0.25019,0.735
107.17706,0.24799,0.731
107.42505,0.24799,0.731
107.67304,0.24672,0.710
107.91975,0.24672,0.710
108.16647,0.24463,0.723
108.41111,0.24463,0.723
108.65574,0.24371,0.683
108.89945,0.24371,0.683
109.14316,0.24200,0.689
109.38516,0.24200,0.689
109.62716,0.24146,0.664
109.86862,0.24146,0.664
110.11007,0.23924,0.746
110.34931,0.23924,0.746
110.58855,0.23898,0.770
110.82752,0.23898,0.770
111.06650,0.23702,0.740
111.30352,0.23702,0.740
111.54054,0.23588,0.697
111.77642,0.23588,0.697
112.01229,0.23419,0.755
112.24649,0.23419,0.755
112.48068,0.23259,0.647
112.71327,0.23259,0.647
112.94586,0.23076,0.729
113.17662,0.23076,0.729
113.40738,0.23036,0.517
113.63774,0.23036,0.517
113.86810,0.22949,0.561
114.09759,0.22949,0.561
114.32708,0.22935,0.387
114.55643,0.22935,0.387
114.78578,0.22921,0.418
115.01499,0.22921,0.418
115.24420,0.22909,0.209
115.47329,0.22909,0.209
115.70238,0.22897,0.372
115.93135,0.22897,0.372
116.16033,0.22908,0.209
116.38941,0.22908,0.209
116.61850,0.23400,0.414
116.85250,0.23400,0.414
117.08650,0.24112,0.442
117.32761,0.24112,0.442
117.56873,0.24100,0.503
117.80973,0.24100,0.503
118.05072,0.24308,0.334
118.29381,0.24308,0.334
118.53689,0.25022,0.161
118.78711,0.25022,0.161
119.03732,0.25003,0.352
119.28735,0.25003,0.352
119.53738,0.25189,0.403
119.78927,0.25189,0.403
120.04115,0.25396,0.236
120.29511,0.25396,0.236
120.54907,0.24657,0.271
120.79563,0.24657,0.271
121.04220,0.24819,0.489
121.29039,0.24819,0.489
121.53858,0.25305,0.320
121.79163,0.25305,0.320
122.04467,0.24803,0.226
122.29270,0.24803,0.226
122.54073,0.25507,0.258
122.79580,0.25507,0.258
123.05087,0.25252,0.177
123.30339,0.25252,0.177
123.55592,0.25216,0.405
123.80808,0.25216,0.405
124.06024,0.25539,0.281
124.31564,0.25539,0.281
124.57103,0.25846,0.312
124.82950,0.25846,0.312
125.08796,0.25085,0.202
125.33882,0.25085,0.202
125.58967,0.25394,0.370
125.84361,0.25394,0.370
126.09755,0.24908,0.193
126.34663,0.24908,0.193
126.59571,0.25601,0.279
126.85172,0.25601,0.279
127.10773,0.25566,0.382
127.36340,0.25566,0.382
127.61906,0.25609,0.412
127.87515,0.25609,0.412
128.13125,0.25664,0.212
128.38789,0.25664,0.212
128.64453,0.26111,0.360
128.90564,0.26111,0.360
129.16675,0.25935,0.419
129.42610,0.25935,0.419
129.68545,0.25991,0.219
129.94536,0.25991,0.219
130.20527,0.25819,0.322
130.46346,0.25819,0.322
130.72166,0.25766,0.427
130.97931,0.25766,0.427
131.23697,0.25277,0.208
131.48974,0.25277,0.208
131.74252,0.25143,0.327
131.99395,0.25143,0.327
132.24538,0.25219,0.438
132.49757,0.25219,0.438
132.74976,0.24768,0.263
132.99744,0.24768,0.263
133.24512,0.24689,0.244
133.49202,0.24689,0.244
133.73891,0.24631,0.444
133.98521,0.24631,0.444
134.23152,0.23896,0.296
134.47048,0.23896,0.296
134.70944,0.24256,0.194
134.95200,0.24256,0.194
135.19457,0.24147,0.306
135.43604,0.24147,0.306
135.67751,0.23588,0.170
135.91339,0.23588,0.170
136.14928,0.23845,0.195
136.38772,0.23845,0.195
136.62617,0.23707,0.260
136.86324,0.23707,0.260
137.10031,0.23245,0.238
137.33276,0.23245,0.238
137.56520,0.23348,0.160
137.79869,0.23348,0.160
138.03217,0.23391,0.381
138.26608,0.23391,0.381
138.49998,0.23126,0.174
138.73125,0.23126,0.174
138.96251,0.24027,0.289
139.20278,0.24027,0.289
139.44305,0.24237,0.417
139.68543,0.24237,0.417
139.92780,0.24418,0.401
140.17198,0.24418,0.401
140.41615,0.24823,0.272
140.66439,0.24823,0.272
140.91262,0.25714,0.114
141.16976,0.25714,0.114
141.42690,0.25662,0.300
141.68353,0.25662,0.300
141.94015,0.26355,0.299
142.20370,0.26355,0.299
142.46725,0.25741,0.286
142.72466,0.25741,0.286
142.98208,0.25873,0.184
143.24081,0.25873,0.184
143.49954,0.26076,0.098
143.76029,0.26076,0.098
144.02105,0.26090,0.278
144.28195,0.26090,0.278
144.54285,0.25690,0.194
144.79974,0.25690,0.194
145.05664,0.26319,0.097
145.31983,0.26319,0.097
145.58302,0.25706,0.118
145.84008,0.25706,0.118
146.09714,0.26336,0.158
146.36050,0.26336,0.158
146.62385,0.25933,0.189
146.88319,0.25933,0.189
147.14252,0.25719,0.181
147.39971,0.25719,0.181
147.65690,0.25998,0.179
147.91688,0.25998,0.179
148.17686,0.25732,0.116
148.43418,0.25732,0.116
148.69150,0.24999,0.239
148.94149,0.24999,0.239
149.19149,0.25729,0.220
149.44878,0.25729,0.220
149.70607,0.25643,0.199
149.96250,0.25643,0.199
150.21893,0.25610,0.149
150.47504,0.25610,0.149
150.73114,0.26190,0.140
150.99304,0.26190,0.140
151.25495,0.26209,0.269
151.51704,0.26209,0.269
151.77913,0.26762,0.213
152.04675,0.26762,0.213
152.31437,0.26693,0.168
152.58129,0.26693,0.168
152.84822,0.26463,0.327
153.11285,0.26463,0.327
153.37748,0.26346,0.293
153.64095,0.26346,0.293
153.90441,0.27062,0.174
154.17503,0.27062,0.174
154.44565,0.26817,0.149
154.71383,0.26817,0.149
154.98200,0.26864,0.318
155.25063,0.26864,0.318
155.51927,0.26735,0.144
155.78662,0.26735,0.144
156.05397,0.27331,0.239
156.32728,0.27331,0.239
156.60058,0.27328,0.264
156.87386,0.27328,0.264
157.14714,0.26971,0.240
157.41685,0.26971,0.240
157.68655,0.26202,0.202
157.94858,0.26202,0.202
158.21060,0.26247,0.267
158.47307,0.26247,0.267
158.73555,0.26081,0.278
158.99636,0.26081,0.278
159.25716,0.26029,0.093
159.51746,0.26029,0.093
159.77775,0.25866,0.310
160.03641,0.25866,0.310
160.29506,0.25793,0.241
160.55299,0.25793,0.241
160.81092,0.26135,0.221
161.07227,0.26135,0.221
161.33362,0.26502,0.135
161.59864,0.26502,0.135
161.86366,0.26511,0.431
162.12877,0.26511,0.431
162.39388,0.26465,0.238
162.65853,0.26465,0.238
162.92318,0.26384,0.382
163.18702,0.26384,0.382
163.45086,0.26361,0.248
163.71447,0.26361,0.248
163.97808,0.26484,0.313
164.24291,0.26484,0.313
164.50775,0.26321,0.156
164.77096,0.26321,0.156
165.03418,0.26373,0.345
165.29791,0.26373,0.345
165.56164,0.26201,0.225
165.82366,0.26201,0.225
166.08567,0.26192,0.330
166.34759,0.26192,0.330
166.60952,0.26197,0.234
166.87148,0.26197,0.234
167.13345,0.26210,0.289
167.39555,0.26210,0.289
167.65765,0.25966,0.152
167.91731,0.25966,0.152
168.17697,0.25959,0.271
168.43656,0.25959,0.271
168.69615,0.25986,0.324
168.95601,0.25986,0.324
169.21586,0.25924,0.477
169.47511,0.25924,0.477
169.73435,0.25793,0.292
169.99228,0.25793,0.292
170.25021,0.25662,0.386
170.50683,0.25662,0.386
170.76345,0.25624,0.238
171.01970,0.25624,0.238
171.27594,0.25631,0.341
171.53225,0.25631,0.341
171.78856,0.25536,0.273
172.04392,0.25536,0.273
172.29929,0.25509,0.318
172.55438,0.25509,0.318
172.80946,0.25496,0.366
173.06442,0.25496,0.366
173.31938,0.25481,0.368
173.57419,0.25481,0.368
173.82900,0.25466,0.338
174.08366,0.25466,0.338
174.33832,0.25349,0.404
174.59181,0.25349,0.404
174.84530,0.25265,0.208
175.09794,0.25265,0.208
175.35059,0.25203,0.406
175.60262,0.25203,0.406
175.85465,0.25119,0.366
176.10584,0.25119,0.366
176.35703,0.25086,0.462
176.60789,0.25086,0.462
