start,duration,confidence,loudness_start,loudness_max_time,loudness_max,pitches,timbre
155.47465,0.16916,0.182,-13.145,0.03661,-9.885,[0.286 0.308 0.109 0.118 0.488 0.215 0.188 0.165 0.326 0.127 0.146 1.000],[48.363 8.858 18.088 -21.031 43.450 -35.212 -6.245 5.774 -0.290 23.453 -4.050 -5.676]}
155.64381,0.13896,0.473,-12.939,0.00715,-7.465,[0.225 0.161 0.109 0.162 1.000 0.226 0.071 0.058 0.081 0.026 0.022 0.485],[50.612 16.188 30.922 -7.643 41.290 -62.619 15.062 6.317 16.721 7.912 -7.113 -18.269]}
155.78277,0.25506,0.380,-11.016,0.00523,-6.688,[0.243 0.504 0.292 0.535 1.000 0.391 0.236 0.204 0.339 0.141 0.168 0.299],[51.126 17.896 -1.355 -3.871 25.649 -45.572 -8.586 -4.398 18.666 -8.825 -19.756 -1.846]}
156.03782,0.15769,0.380,-13.110,0.02596,-8.349,[0.190 0.149 0.081 0.114 0.388 0.118 0.088 0.067 0.194 0.038 0.053 1.000],[48.960 2.852 11.278 -8.892 42.405 -37.389 -8.439 -5.036 2.229 28.202 4.957 3.672]}
156.19551,0.25483,0.355,-12.881,0.14645,-8.207,[0.749 0.606 0.443 0.751 1.000 0.722 0.605 0.530 0.529 0.378 0.317 0.875],[50.068 -2.014 21.296 -7.011 32.458 -45.529 12.302 2.353 -2.862 -5.406 -18.262 -10.373]}
156.45034,0.11605,0.147,-12.298,0.02362,-8.813,[0.568 0.223 0.147 0.277 0.745 0.307 0.402 0.420 1.000 0.484 0.551 0.176],[48.235 -0.720 3.774 -1.067 35.246 -49.161 8.146 14.500 6.857 16.288 -0.797 -9.546]}
156.56639,0.17338,0.510,-14.404,0.04446,-7.735,[0.329 0.177 0.089 0.162 0.395 0.173 0.201 0.176 0.306 0.156 0.196 1.000],[49.438 33.375 25.725 -19.022 22.280 -26.432 -7.436 -3.943 4.890 23.154 -8.663 -3.334]}
156.73977,0.13991,0.276,-11.660,0.01059,-7.255,[0.209 0.141 0.091 0.206 1.000 0.218 0.121 0.112 0.138 0.051 0.063 0.542],[50.577 9.217 44.325 -8.391 27.902 -64.572 10.907 15.323 13.384 4.775 -10.962 -24.497]}
156.87968,0.13351,0.516,-11.621,0.00271,-5.422,[0.222 1.000 0.876 0.319 0.844 0.238 0.124 0.159 0.148 0.047 0.054 0.227],[51.708 48.375 4.584 4.615 27.014 -49.240 5.435 0.380 21.693 -12.493 -22.071 0.783]}
157.01320,0.26132,0.201,-11.685,0.00836,-6.420,[0.286 0.263 0.229 0.783 1.000 0.269 0.251 0.162 0.428 0.121 0.177 0.655],[50.907 20.196 46.408 0.118 15.491 -61.241 20.999 20.610 -3.709 8.364 -8.522 -12.483]}
157.27451,0.12172,0.409,-13.450,0.02418,-7.244,[0.217 0.176 0.106 0.189 1.000 0.247 0.106 0.090 0.112 0.030 0.015 0.319],[50.457 8.733 38.344 6.780 29.265 -39.595 21.509 15.201 9.602 11.112 -0.378 -22.415]}
157.39624,0.16249,0.179,-11.419,0.03464,-7.085,[1.000 0.976 0.058 0.027 0.214 0.168 0.410 0.275 0.277 0.266 0.480 0.070],[49.601 16.347 -17.475 -4.796 7.676 -40.466 15.653 4.775 -3.232 9.559 1.517 1.930]}
157.55873,0.26753,0.171,-13.371,0.14230,-8.631,[0.267 0.387 0.217 0.280 0.380 0.460 1.000 0.492 0.211 0.431 0.124 0.224],[49.452 -14.300 18.808 -27.714 32.034 -62.015 8.687 25.972 6.120 -7.199 -7.405 -9.582]}
157.82626,0.12263,0.158,-12.949,0.00653,-8.898,[0.101 1.000 0.192 0.070 0.226 0.205 0.568 0.256 0.114 0.211 0.055 0.017],[49.139 -23.359 13.670 -14.577 33.025 -62.972 10.592 14.682 2.548 0.194 -11.528 -15.751]}
157.94889,0.15011,0.605,-12.634,0.05211,-6.148,[0.172 1.000 0.836 0.315 0.515 0.399 0.882 0.440 0.210 0.217 0.073 0.092],[50.784 63.896 -20.779 -8.605 22.119 -25.201 -13.008 6.912 25.337 -0.149 3.283 1.476]}
158.09900,0.40023,0.251,-12.873,0.01183,-8.059,[0.099 0.343 0.125 0.105 0.179 0.373 1.000 0.319 0.228 0.631 0.163 0.088],[49.916 2.419 29.954 -2.289 14.589 -54.446 2.101 16.935 -12.478 -9.561 -12.408 -5.575]}
158.49923,0.08608,0.328,-13.531,0.01511,-8.107,[0.681 1.000 0.940 0.930 0.723 0.735 0.569 0.403 0.245 0.255 0.692 0.584],[48.711 -30.535 -12.897 -6.471 11.664 -66.618 6.270 -9.950 8.568 11.635 -3.595 -10.500]}
158.58531,0.12898,0.150,-13.168,0.05980,-10.116,[1.000 0.712 0.089 0.090 0.090 0.160 0.604 0.254 0.586 0.588 0.963 0.037],[48.340 -4.132 7.391 -25.165 11.864 -32.208 16.439 2.555 7.620 2.708 -15.938 -9.059]}
158.71429,0.31887,0.324,-13.521,0.06044,-9.358,[0.137 0.308 0.104 0.068 0.095 0.182 1.000 0.228 0.164 0.465 0.117 0.132],[48.176 12.598 15.800 -32.155 20.765 -29.120 -0.030 0.809 12.040 4.484 -13.157 -13.183]}
159.03315,0.23120,0.699,-14.115,0.01415,-5.673,[0.118 0.361 0.336 0.146 0.171 0.269 1.000 0.341 0.144 0.095 0.079 0.111],[50.924 49.382 -34.185 -6.509 20.466 -41.026 -14.677 -21.225 26.283 2.550 -8.249 -0.827]}
159.26435,0.17392,0.534,-13.400,0.05545,-7.152,[0.123 0.520 0.228 0.118 0.281 0.250 0.850 0.264 0.263 1.000 0.216 0.037],[49.426 38.639 2.922 -15.250 24.413 -16.771 -16.081 -4.289 8.077 1.164 -11.367 -13.784]}
159.43828,0.26844,0.159,-12.949,0.01306,-9.150,[0.408 0.791 0.474 0.393 0.418 0.416 1.000 0.215 0.218 0.213 0.184 0.252],[49.040 6.721 -1.471 -12.806 9.325 -48.571 22.018 5.755 -0.277 6.588 -20.562 10.845]}
159.70671,0.14000,0.500,-13.733,0.01295,-7.741,[0.499 0.495 0.245 0.320 0.741 0.436 0.462 0.128 1.000 0.216 0.210 0.421],[49.593 -19.267 26.879 4.100 23.970 -50.165 33.560 22.043 -14.603 7.399 -5.631 -16.302]}
159.84671,0.13438,0.278,-12.693,0.00600,-7.167,[0.256 0.353 0.191 0.218 0.528 0.277 0.174 0.132 0.319 1.000 0.128 0.293],[49.563 -4.153 7.021 -10.759 28.528 -72.660 4.401 1.697 8.717 8.572 -9.276 -0.841]}
159.98109,0.12689,0.217,-12.565,0.00579,-8.049,[0.271 1.000 0.232 0.266 0.534 0.347 0.128 0.122 0.115 0.211 0.045 0.279],[49.260 -3.855 12.438 -15.664 40.122 -70.105 -4.015 21.714 16.139 6.917 -7.183 -12.936]}
160.10798,0.14367,0.571,-11.633,0.04707,-6.291,[0.132 1.000 0.859 0.403 0.459 0.430 0.554 0.183 0.118 0.105 0.066 0.081],[50.826 86.391 -21.975 -4.128 14.244 -39.755 -6.764 -5.465 18.341 0.744 -10.586 2.570]}
160.25166,0.12848,0.186,-13.222,0.00472,-8.608,[0.355 0.624 0.348 0.521 1.000 0.583 0.385 0.252 0.767 0.090 0.053 0.391],[48.922 17.327 9.915 7.879 9.950 -53.730 4.981 5.025 3.170 0.013 -13.153 -0.513]}
160.38014,0.27297,0.434,-13.779,0.01112,-8.519,[0.354 0.903 0.484 0.595 0.743 1.000 0.195 0.110 0.166 0.430 0.104 0.530],[49.691 -12.703 19.157 -18.033 25.360 -51.574 1.094 7.177 -3.549 1.397 -1.817 -13.762]}
160.65311,0.13351,0.191,-12.954,0.00406,-7.597,[1.000 0.821 0.029 0.052 0.169 0.131 0.362 0.227 0.389 0.380 0.693 0.034],[49.185 1.700 -22.566 -26.976 -5.327 -68.209 -12.384 11.742 -4.728 -12.223 -5.286 -22.916]}
160.78662,0.13338,0.214,-12.939,0.01730,-9.438,[0.444 0.485 0.331 0.590 1.000 0.541 0.582 0.204 0.569 0.149 0.212 0.381],[48.710 1.669 10.697 -9.099 15.788 -58.999 6.382 1.969 -17.554 -3.816 -1.559 -10.705]}
160.92000,0.26091,0.270,-13.193,0.14080,-9.059,[0.415 0.871 0.411 0.401 0.711 1.000 0.377 0.148 0.176 0.328 0.054 0.503],[49.333 -3.302 23.602 -20.912 23.282 -53.433 17.168 1.098 -9.424 -4.219 -12.388 -10.249]}
161.18091,0.13905,0.637,-12.439,0.01205,-5.353,[0.238 1.000 0.809 0.299 0.594 0.366 0.771 0.208 0.088 0.081 0.040 0.199],[51.958 80.861 -36.659 -14.174 26.077 -44.328 -25.804 -5.529 18.979 -0.547 -14.841 9.121]}
161.31995,0.26349,0.176,-12.521,0.01203,-7.257,[0.211 0.211 0.182 0.619 1.000 0.323 0.298 0.130 0.297 0.334 0.085 0.321],[50.597 2.137 27.175 2.804 25.962 -53.714 11.724 16.715 0.185 6.316 -18.389 -2.563]}
161.58345,0.13111,0.375,-12.721,0.00955,-7.353,[0.266 1.000 0.276 0.280 0.460 0.314 0.059 0.048 0.124 0.144 0.049 0.253],[49.871 6.367 18.336 -1.539 39.626 -65.354 7.976 15.911 5.224 7.686 -10.268 -0.498]}
161.71456,0.12349,0.030,-12.738,0.00895,-7.847,[1.000 0.950 0.080 0.024 0.084 0.083 0.286 0.209 0.365 0.380 0.658 0.017],[48.848 -4.057 -16.938 -6.155 5.347 -76.218 28.011 9.222 5.839 2.312 -4.199 -5.194]}
161.83805,0.27782,0.582,-12.860,0.02090,-6.644,[0.238 0.594 1.000 0.273 0.141 0.111 0.173 0.103 0.141 0.516 0.190 0.158],[50.448 13.570 20.291 0.066 11.172 -32.512 12.905 23.751 3.717 19.987 -0.826 -11.157]}
162.11587,0.13356,0.095,-13.115,0.01018,-9.131,[0.257 1.000 0.601 0.207 0.102 0.092 0.051 0.025 0.034 0.110 0.025 0.011],[48.761 22.941 0.196 -18.582 21.781 -63.250 3.263 13.700 6.442 -6.881 4.545 -7.134]}
162.24943,0.40177,0.700,-12.511,0.00600,-5.803,[0.114 0.413 1.000 0.254 0.169 0.127 0.219 0.072 0.099 0.337 0.124 0.067],[51.669 68.654 -21.217 -11.238 17.257 -47.533 -20.914 -26.240 8.797 -1.682 -12.659 3.552]}
162.65120,0.26086,0.232,-13.369,0.13652,-8.600,[0.636 1.000 0.820 0.218 0.259 0.239 0.302 0.221 0.269 0.186 0.182 0.500],[49.535 -12.557 -3.214 -19.830 48.027 -60.083 -2.547 18.721 7.007 6.663 -13.148 -18.081]}
162.91206,0.26630,0.611,-13.583,0.00942,-6.131,[0.228 0.616 1.000 0.356 0.184 0.089 0.164 0.073 0.110 0.578 0.193 0.134],[51.206 19.167 28.736 12.521 17.711 -53.522 17.537 41.845 -9.145 0.265 -13.220 -14.376]}
163.17837,0.12195,0.244,-13.012,0.00683,-7.854,[0.242 1.000 0.552 0.300 0.125 0.093 0.034 0.020 0.031 0.087 0.017 0.009],[49.670 9.216 10.566 -11.808 46.942 -61.386 -7.150 24.852 -1.884 -2.679 -14.675 -18.442]}
163.30032,0.23773,0.658,-12.531,0.01912,-4.771,[0.359 1.000 0.565 0.574 0.273 0.139 0.728 0.111 0.084 0.342 0.111 0.161],[51.806 64.918 -24.721 0.128 20.582 -34.332 -6.594 -25.325 4.337 0.413 7.800 -4.126]}
163.53805,0.17447,0.111,-12.812,0.04401,-8.421,[0.250 1.000 0.346 0.163 0.157 0.143 0.195 0.109 0.124 0.467 0.094 0.035],[49.281 23.065 -0.586 -17.266 29.137 -36.546 -12.445 -11.068 -25.371 16.058 -4.727 -16.176]}
163.71252,0.26154,0.295,-12.004,0.13607,-8.001,[0.596 1.000 0.797 0.311 0.306 0.376 0.450 0.280 0.339 0.377 0.382 0.512],[49.901 -0.044 13.796 -8.117 16.358 -53.940 9.939 16.482 -18.944 -4.613 -16.318 -8.525]}
163.97406,0.13311,0.494,-12.230,0.00728,-6.244,[1.000 0.395 0.054 0.057 0.042 0.041 0.197 0.071 0.352 0.676 0.891 0.153],[51.429 7.784 68.966 -2.395 19.529 -67.702 27.930 23.129 -14.714 9.118 -6.198 -20.281]}
164.10717,0.26122,0.040,-9.830,0.00388,-7.224,[0.437 0.152 0.231 0.103 0.056 0.061 0.114 0.076 0.048 0.296 0.090 1.000],[50.508 -8.056 26.386 -7.706 25.943 -63.990 2.733 21.890 -19.684 -1.829 -8.143 -17.977]}
164.36839,0.26095,0.631,-11.255,0.00900,-4.592,[0.854 0.317 0.250 0.138 0.071 0.055 0.270 0.128 0.086 0.274 0.144 1.000],[52.395 72.635 -7.398 -2.749 14.216 -60.016 10.931 -22.668 2.554 -5.480 -15.261 -11.298]}
164.62934,0.09315,0.362,-11.174,0.00817,-6.273,[0.882 0.590 0.086 0.102 0.130 0.099 0.286 0.244 0.555 1.000 0.797 0.145],[50.425 -0.218 15.358 0.358 37.480 -69.260 -14.162 8.757 -23.389 -6.866 -4.996 -13.499]}
164.72249,0.15723,0.395,-11.579,0.04745,-6.541,[0.956 0.401 0.587 0.153 0.144 0.121 0.298 0.224 0.609 0.790 1.000 0.285],[50.870 11.457 52.896 3.546 25.286 -23.139 5.648 1.249 -31.197 4.838 -16.827 -21.128]}
164.87973,0.14558,0.060,-10.987,0.01940,-7.163,[1.000 0.684 0.087 0.052 0.080 0.091 0.283 0.190 0.512 0.524 0.901 0.076],[49.644 12.787 -7.236 2.821 4.326 -62.784 23.324 6.492 -29.464 7.402 4.320 -17.344]}
165.02531,0.13156,0.546,-12.942,0.01099,-6.035,[1.000 0.403 0.069 0.078 0.067 0.061 0.062 0.033 0.292 0.393 0.791 0.226],[51.369 52.416 31.311 1.676 -36.113 -49.513 3.754 21.481 -24.212 3.371 -5.858 -16.800]}
165.15687,0.13501,0.111,-11.433,0.01872,-7.270,[1.000 0.351 0.062 0.093 0.058 0.023 0.112 0.074 0.418 0.793 0.901 0.226],[51.001 26.473 38.700 -3.945 2.437 -51.293 -15.639 10.906 -44.285 -20.170 7.384 -33.674]}
165.29188,0.11546,0.226,-10.304,0.00540,-6.929,[1.000 0.410 0.325 0.072 0.033 0.017 0.142 0.109 0.504 0.642 0.908 0.258],[50.891 -0.222 44.213 4.481 16.269 -56.675 8.970 28.431 -27.218 -1.299 -17.671 -28.189]}
165.40735,0.27828,0.617,-10.802,0.01905,-3.694,[0.704 0.286 0.224 0.113 0.074 0.088 0.286 0.051 0.053 0.191 0.110 1.000],[52.697 68.663 -21.398 0.230 17.508 -37.271 -1.388 -4.069 -0.291 1.112 8.530 2.036]}
165.68562,0.12848,0.152,-12.368,0.03441,-8.967,[1.000 0.345 0.066 0.077 0.044 0.032 0.105 0.050 0.350 0.554 0.815 0.323],[49.914 47.894 14.187 -14.745 -18.230 -38.791 7.015 13.304 -24.111 -8.412 -11.964 -12.719]}
165.81410,0.10372,0.241,-12.069,0.00871,-8.177,[1.000 0.556 0.458 0.128 0.056 0.037 0.162 0.118 0.446 0.531 0.795 0.182],[50.204 15.075 33.704 4.429 16.174 -44.402 -4.927 19.599 -14.116 -3.034 -14.685 -29.648]}
165.91782,0.13438,0.421,-12.317,0.04571,-6.697,[0.742 1.000 0.139 0.071 0.143 0.130 0.211 0.205 0.199 0.346 0.369 0.031],[50.551 9.208 0.522 8.296 7.547 -24.682 9.710 -13.022 -18.285 43.463 -14.405 -6.973]}
166.05220,0.28934,0.499,-12.175,0.08263,-6.810,[0.239 0.923 1.000 0.302 0.249 0.148 0.167 0.107 0.118 0.236 0.046 0.131],[50.412 38.350 35.399 -7.291 30.156 -23.399 34.011 17.484 20.032 10.352 -7.728 3.060]}
166.34154,0.12195,0.304,-11.276,0.00282,-7.300,[0.371 1.000 0.425 0.222 0.279 0.106 0.076 0.040 0.024 0.085 0.045 0.025],[50.385 27.653 25.386 -15.500 6.776 -60.502 22.747 15.798 -7.160 1.859 -12.576 3.150]}
166.46349,0.48177,0.683,-10.903,0.01190,-3.504,[0.126 0.680 1.000 0.481 0.174 0.143 0.148 0.068 0.123 0.386 0.106 0.101],[53.828 58.798 -6.613 -1.080 27.809 -46.908 3.063 -7.246 20.737 4.910 -12.690 5.248]}
166.94526,0.17596,0.095,-11.616,0.05235,-7.759,[1.000 0.991 0.281 0.093 0.229 0.204 0.248 0.238 0.255 0.335 0.607 0.096],[49.841 48.723 0.855 -17.167 -0.954 -36.815 14.189 2.609 -0.381 7.290 -12.836 1.978]}
167.12122,0.13243,0.543,-12.441,0.00689,-5.627,[0.300 1.000 0.802 0.317 0.188 0.153 0.157 0.081 0.157 0.820 0.200 0.036],[51.765 63.390 32.767 0.018 21.112 -59.747 2.773 23.542 1.050 -1.852 1.417 -4.338]}
167.25365,0.25537,0.166,-10.239,0.14118,-6.508,[0.566 1.000 0.985 0.712 0.669 0.170 0.139 0.054 0.075 0.245 0.052 0.244],[51.847 32.731 26.677 -19.649 28.758 -43.319 2.232 15.213 14.383 0.875 -20.517 -14.790]}
167.50902,0.26726,0.526,-11.254,0.01083,-4.839,[0.229 0.513 1.000 0.490 0.223 0.092 0.071 0.045 0.077 0.378 0.057 0.156],[52.499 75.644 -23.040 -6.786 13.440 -49.990 -4.521 -0.415 7.478 -1.189 -10.629 2.881]}
167.77628,0.12662,0.318,-11.314,0.02662,-7.025,[0.243 0.742 1.000 0.253 0.137 0.102 0.139 0.061 0.045 0.144 0.048 0.026],[51.137 57.838 42.142 -4.265 18.138 -45.112 -8.355 20.315 7.238 -3.811 7.036 -10.376]}
167.90290,0.26154,0.465,-10.567,0.00617,-5.309,[0.523 0.865 0.834 0.455 1.000 0.526 0.246 0.169 0.141 0.197 0.135 0.407],[52.180 18.721 17.254 11.096 25.628 -55.716 21.537 5.382 3.106 0.004 -27.275 -9.154]}
168.16444,0.11601,0.194,-11.511,0.00851,-8.145,[0.487 0.826 0.701 0.726 1.000 0.736 0.403 0.407 0.449 0.118 0.151 0.155],[50.325 41.824 34.353 -1.617 18.359 -50.395 7.794 26.691 -13.463 -9.203 -6.789 3.160]}
168.28045,0.13365,0.056,-11.617,0.01787,-7.409,[0.355 0.515 0.363 0.564 1.000 0.538 0.266 0.219 0.214 0.053 0.033 0.809],[50.163 22.867 25.759 -5.120 2.298 -50.025 13.920 12.218 -7.002 17.805 3.835 -4.648]}
168.41410,0.13361,0.274,-10.908,0.01424,-6.741,[0.178 0.321 0.335 0.427 1.000 0.464 0.199 0.185 0.068 0.045 0.022 0.277],[50.417 36.206 40.813 3.148 36.211 -55.413 -1.928 17.726 7.411 11.786 -0.835 -14.821]}
168.54771,0.13261,0.586,-11.754,0.00828,-4.888,[0.162 0.843 0.784 0.541 1.000 0.598 0.232 0.218 0.071 0.044 0.024 0.126],[51.970 92.228 -37.281 -5.974 7.134 -51.323 -27.244 9.559 -1.580 -22.930 -9.263 7.362]}
168.68032,0.26200,0.493,-11.395,0.00889,-6.331,[0.176 0.258 0.268 0.934 1.000 0.475 0.370 0.253 0.568 0.212 0.287 0.577],[51.684 39.648 20.913 6.693 27.293 -47.197 19.060 22.780 10.018 -0.106 -20.128 -3.161]}
168.94231,0.12744,0.265,-12.637,0.00711,-7.296,[0.253 0.423 0.289 0.377 1.000 0.510 0.196 0.195 0.138 0.039 0.022 0.343],[50.417 54.765 18.612 -20.892 -4.089 -60.854 10.406 19.396 -6.818 -1.579 -6.218 6.115]}
169.06975,0.11429,0.337,-11.216,0.01552,-6.695,[1.000 0.788 0.078 0.110 0.222 0.084 0.190 0.188 0.514 0.501 0.828 0.058],[50.234 39.246 -25.531 7.083 -4.933 -63.984 17.138 10.247 -11.149 -8.713 -10.818 19.481]}
169.18404,0.27460,0.622,-13.156,0.02308,-5.675,[0.194 0.144 0.185 0.209 1.000 0.573 0.168 0.140 0.378 0.111 0.164 0.507],[52.081 28.384 42.749 -2.158 24.763 -25.652 28.730 12.552 -8.901 19.126 3.337 -7.915]}
169.45864,0.10531,0.011,-10.197,0.01710,-7.093,[0.267 0.560 0.402 0.498 1.000 0.517 0.321 0.339 0.293 0.121 0.039 0.297],[51.280 36.336 46.415 4.986 37.265 -54.408 18.650 18.811 -17.819 -8.217 -0.971 1.898]}
169.56395,0.13900,0.552,-10.243,0.02566,-4.289,[0.189 0.884 1.000 0.530 0.681 0.399 0.232 0.201 0.185 0.075 0.062 0.242],[52.401 90.129 -15.033 -7.564 20.501 -22.969 6.338 23.643 0.651 -4.067 -7.945 -7.247]}
169.70295,0.14544,0.219,-11.898,0.03924,-7.052,[0.260 0.544 0.539 0.598 1.000 0.621 0.260 0.253 0.461 0.040 0.022 0.174],[51.378 59.515 50.255 -0.217 50.649 -44.151 14.708 21.327 10.568 23.824 3.916 -10.355]}
169.84839,0.10993,0.108,-9.482,0.00312,-6.638,[0.530 0.719 0.583 0.668 0.915 0.734 0.440 0.428 0.341 0.143 0.070 1.000],[50.679 17.952 6.277 -12.056 48.907 -65.535 -1.485 -0.138 -2.291 5.900 -12.472 0.042]}
169.95832,0.27370,0.363,-11.186,0.14812,-5.985,[0.894 0.749 0.435 0.248 1.000 0.693 0.729 0.346 0.377 0.301 0.351 0.833],[51.464 14.866 11.213 -7.816 45.824 -39.126 31.365 17.133 0.480 19.049 -11.149 -2.404]}
170.23202,0.38277,0.479,-10.909,0.00777,-5.657,[0.144 0.264 0.099 0.161 0.192 0.408 1.000 0.415 0.183 0.396 0.118 0.117],[51.643 27.108 23.173 7.237 11.233 -52.716 -1.490 -7.019 -1.789 6.220 -15.067 -2.567]}
170.61478,0.12744,0.591,-11.105,0.00982,-5.085,[0.221 1.000 0.757 0.201 0.276 0.215 0.732 0.328 0.236 0.265 0.124 0.086],[52.499 78.913 -33.086 -7.728 20.214 -49.626 -12.670 0.051 5.803 -8.175 -16.814 15.055]}
170.74222,0.26159,0.208,-11.384,0.01228,-6.723,[0.081 0.223 0.066 0.074 0.131 0.565 1.000 0.283 0.216 0.412 0.150 0.089],[51.522 26.690 18.631 -6.850 22.725 -45.316 1.070 14.803 -3.428 -1.601 -7.821 0.935]}
171.00381,0.25515,0.281,-12.508,0.00578,-7.750,[0.582 0.828 0.535 0.482 0.535 0.475 1.000 0.695 0.440 0.242 0.252 0.551],[50.448 10.420 12.618 -10.022 11.785 -51.127 -6.942 10.464 1.368 9.363 -20.424 -13.898]}
171.25896,0.25556,0.539,-12.249,0.00795,-5.784,[0.100 0.170 0.088 0.076 0.140 0.490 1.000 0.191 0.177 0.333 0.121 0.062],[51.257 37.569 13.727 4.958 13.610 -59.035 5.763 9.749 16.594 4.219 -16.813 -17.324]}
171.51451,0.12766,0.202,-12.402,0.00760,-7.577,[0.094 0.785 0.374 0.292 0.706 0.744 1.000 0.760 0.405 0.483 0.090 0.012],[49.829 26.980 23.844 -1.369 2.322 -61.290 17.409 29.030 -2.648 8.503 -7.981 11.466]}
171.64218,0.25556,0.609,-12.755,0.00828,-5.376,[0.120 0.264 0.214 0.106 0.121 0.452 1.000 0.488 0.153 0.084 0.092 0.090],[52.545 81.817 2.400 -22.127 21.287 -53.753 8.257 -21.619 9.343 4.295 -9.283 -2.170]}
171.89773,0.25615,0.003,-10.050,0.00993,-5.777,[0.201 0.392 0.146 0.112 0.118 0.480 1.000 0.194 0.184 0.366 0.135 0.183],[51.286 18.045 25.070 -2.721 -2.003 -57.737 -11.619 10.498 1.110 5.882 -9.531 2.283]}
172.15388,0.13410,0.181,-12.869,0.01080,-7.239,[1.000 0.879 0.198 0.211 0.362 0.322 0.445 0.337 0.479 0.481 0.723 0.030],[49.757 18.332 -14.882 -12.639 -12.460 -76.127 9.937 9.052 10.459 19.090 -0.050 2.195]}
172.28798,0.23683,0.576,-12.334,0.00098,-6.076,[0.351 0.406 0.403 0.841 1.000 0.544 0.397 0.122 0.491 0.799 0.229 0.463],[51.575 31.075 37.396 4.918 28.028 -53.085 12.286 -2.500 -0.426 3.375 -20.153 -3.759]}
172.52481,0.13923,0.436,-10.978,0.01899,-5.811,[0.238 1.000 0.406 0.449 0.822 0.578 0.306 0.286 0.165 0.230 0.044 0.143],[50.819 40.159 -3.914 11.474 21.731 -43.698 -14.552 6.464 25.968 17.577 -7.876 -11.447]}
172.66404,0.12721,0.593,-13.130,0.03791,-6.141,[0.289 1.000 0.649 0.235 0.382 0.238 0.584 0.250 0.126 0.133 0.065 0.216],[51.681 87.033 -35.431 -17.111 20.087 -45.315 -1.464 4.360 15.873 -0.687 -18.067 6.939]}
172.79125,0.12776,0.354,-11.671,0.01291,-6.305,[0.298 0.596 0.420 0.675 1.000 0.561 0.473 0.281 0.497 0.094 0.034 0.175],[51.422 80.032 11.276 6.512 20.317 -48.051 -1.665 0.873 7.642 10.160 -1.387 2.622]}
172.91900,0.12780,0.161,-10.882,0.01507,-7.316,[0.219 0.611 0.548 0.678 1.000 0.734 0.401 0.367 0.193 0.600 0.107 0.136],[50.926 38.267 20.020 -20.081 24.115 -54.644 -21.402 10.470 3.362 4.688 7.265 -1.016]}
173.04680,0.12735,0.215,-10.540,0.00696,-6.609,[0.254 1.000 0.476 0.485 0.686 0.617 0.367 0.347 0.132 0.198 0.047 0.162],[50.775 16.315 25.238 -0.398 31.240 -62.865 -2.553 12.804 13.513 11.254 -12.119 -11.446]}
173.17415,0.12649,0.113,-11.286,0.00853,-7.553,[1.000 0.757 0.089 0.109 0.155 0.122 0.378 0.245 0.504 0.505 0.777 0.035],[49.600 11.085 -27.861 -11.487 7.471 -74.030 2.304 11.693 -11.990 5.675 -7.822 -16.301]}
173.30063,0.25823,0.528,-12.391,0.13311,-7.408,[0.146 0.436 0.192 0.756 1.000 0.399 0.374 0.206 0.340 0.421 0.230 0.137],[51.361 54.111 27.660 -17.048 9.367 -44.392 30.131 1.402 -16.642 -11.158 0.269 -14.287]}
173.55887,0.12621,0.322,-9.987,0.00334,-5.242,[0.254 1.000 0.502 0.540 0.792 0.690 0.348 0.325 0.145 0.160 0.040 0.125],[52.295 61.732 22.419 -1.496 21.843 -51.456 -23.043 -5.912 25.074 -1.519 -12.252 -12.452]}
173.68508,0.12794,0.371,-10.659,0.00627,-5.696,[0.331 1.000 0.746 0.441 0.614 0.520 0.650 0.270 0.092 0.069 0.033 0.167],[52.476 74.600 -23.442 -24.515 28.635 -48.513 -11.016 -11.249 10.479 -9.180 -13.449 -1.172]}
173.81302,0.25034,0.317,-9.892,0.00757,-5.097,[0.166 0.296 0.164 0.233 1.000 0.645 0.194 0.091 0.301 0.365 0.136 0.239],[52.738 41.241 34.016 7.569 4.342 -50.840 18.223 19.001 -2.318 -9.285 -18.076 -8.625]}
174.06336,0.12109,0.144,-10.669,0.03593,-7.216,[0.238 0.933 0.221 0.479 1.000 0.614 0.419 0.410 0.271 0.321 0.085 0.230],[50.595 44.784 28.540 11.581 6.093 -42.317 22.060 7.259 6.648 -5.491 -8.676 18.323]}
174.18444,0.14005,0.295,-11.975,0.01430,-6.799,[0.961 1.000 0.239 0.188 0.160 0.147 0.427 0.315 0.451 0.461 0.594 0.019],[50.301 13.847 -5.695 -8.566 -11.640 -55.493 8.481 17.795 -8.894 -5.354 9.038 -15.018]}
174.32449,0.10417,0.615,-12.030,0.03602,-6.017,[0.482 1.000 0.349 0.175 0.107 0.081 0.171 0.089 0.090 0.420 0.156 0.015],[52.712 44.581 48.442 2.103 20.505 -47.116 30.840 20.512 -6.413 -4.516 -11.263 -12.225]}
174.42866,0.27256,0.167,-8.854,0.01876,-4.190,[0.401 1.000 0.754 0.572 0.151 0.088 0.166 0.061 0.079 0.588 0.076 0.142],[52.139 42.037 18.437 22.023 28.322 -46.856 -1.495 4.885 7.556 16.719 1.296 -1.811]}
174.70122,0.23261,0.615,-10.206,0.03666,-5.062,[0.289 0.899 1.000 0.127 0.078 0.076 0.332 0.067 0.135 0.311 0.073 0.078],[52.894 54.351 -14.042 -8.503 30.580 -50.429 16.730 -4.356 17.162 -2.121 -11.480 8.706]}
