start,duration,confidence,loudness_start,loudness_max_time,loudness_max,pitches,timbre
387.90753,0.24562,0.179,-3.939,0.00780,-0.814,[0.818 0.842 0.738 1.000 0.808 0.694 0.679 0.485 0.439 0.398 0.376 0.804],[56.732 64.850 0.444 8.004 -1.506 -49.291 -2.785 -8.074 15.822 9.838 -23.712 -6.816]}
388.15315,0.47683,0.349,-6.470,0.34336,-0.808,[0.228 0.348 1.000 0.352 0.322 0.197 0.173 0.097 0.104 0.120 0.095 0.092],[56.067 72.609 16.509 -28.398 15.292 -31.638 20.104 3.586 2.068 12.511 -13.515 -13.257]}
388.62998,0.50186,0.195,-5.523,0.34082,-0.799,[0.247 0.339 1.000 0.279 0.356 0.258 0.291 0.144 0.182 0.236 0.173 0.128],[56.164 77.840 18.896 -21.598 17.430 -26.657 21.338 -7.059 9.486 -1.509 -23.253 -19.447]}
389.13184,0.26680,0.266,-4.884,0.08776,-1.643,[0.457 1.000 0.887 0.297 0.226 0.082 0.070 0.044 0.050 0.215 0.069 0.138],[56.964 82.807 37.724 -19.347 15.568 -30.715 10.305 2.919 3.787 -0.172 -11.220 -5.523]}
389.39864,0.18041,0.050,-3.946,0.05061,-0.240,[0.967 0.893 0.250 0.260 0.350 0.307 0.549 0.505 0.880 0.923 1.000 0.164],[57.109 87.515 4.154 -2.397 8.055 -38.991 18.117 17.136 -1.164 -1.965 -3.326 15.588]}
389.57905,0.18481,0.340,-5.758,0.12503,-1.124,[0.552 0.677 0.400 0.149 0.360 0.314 0.881 0.867 0.875 1.000 0.561 0.053],[57.361 116.306 43.803 -17.211 -6.754 -22.093 35.965 -0.366 -7.058 10.250 -12.923 -11.949]}
389.76385,0.27973,0.046,-3.113,0.05760,-0.319,[0.695 0.653 1.000 0.351 0.567 0.394 0.391 0.312 0.296 0.329 0.236 0.343],[57.327 91.310 30.263 15.182 -8.585 -30.084 15.800 -5.132 -4.171 7.048 -26.231 9.076]}
390.04358,0.20249,0.524,-5.785,0.03615,-0.954,[0.323 0.973 0.470 0.427 1.000 0.461 0.402 0.281 0.599 0.157 0.114 0.468],[57.338 85.291 27.280 -14.095 20.456 -21.364 26.966 4.090 15.291 4.559 -12.082 -16.885]}
390.24608,0.11592,0.012,-4.541,0.05302,-1.984,[0.534 0.966 0.576 0.681 1.000 0.824 0.604 0.603 0.477 0.417 0.204 0.160],[56.653 69.583 25.498 -8.569 21.614 -34.827 28.754 2.853 -13.763 7.283 -14.239 -11.993]}
390.36200,0.16249,0.031,-4.914,0.03905,-1.008,[0.977 0.816 0.207 0.263 0.291 0.274 0.492 0.447 0.883 0.851 1.000 0.155],[56.657 88.055 -15.518 -13.970 7.937 -48.507 11.255 16.224 0.685 1.215 -6.095 6.818]}
390.52449,0.23288,0.532,-5.529,0.03533,-0.224,[0.334 0.671 0.308 0.568 1.000 0.431 0.324 0.167 0.316 0.177 0.131 0.238],[57.425 85.182 27.852 -1.867 27.664 -22.200 25.727 -7.249 21.399 8.943 -10.953 -20.914]}
390.75737,0.23991,0.024,-4.112,0.01778,-1.795,[0.758 0.794 0.759 0.649 1.000 0.876 0.610 0.557 0.539 0.456 0.419 0.842],[56.520 49.091 4.249 1.525 1.335 -39.418 1.873 8.531 -10.354 -1.490 -21.370 -9.473]}
390.99728,0.47619,0.554,-6.462,0.35478,-0.329,[0.119 0.126 0.274 0.326 1.000 0.355 0.264 0.248 0.114 0.111 0.097 0.225],[56.224 79.727 25.122 -29.316 -4.575 -13.914 6.771 18.991 -7.889 -0.735 -7.456 -1.590]}
391.47347,0.07873,0.073,-5.332,0.04667,-3.397,[0.514 0.948 0.935 0.946 1.000 0.953 0.825 0.826 0.867 0.788 0.239 0.346],[55.917 94.802 20.655 -24.400 10.910 -36.728 5.111 -5.906 -3.757 9.087 -5.503 -3.062]}
391.55220,0.34236,0.249,-4.391,0.05537,-0.897,[0.266 0.263 0.224 0.252 1.000 0.330 0.247 0.069 0.088 0.092 0.068 0.416],[57.150 84.707 31.618 -22.297 20.229 -29.024 -0.906 -1.707 -1.617 3.193 -3.968 0.835]}
391.89456,0.36594,0.201,-4.122,0.07043,-1.669,[0.459 0.619 1.000 0.285 0.254 0.157 0.241 0.169 0.161 0.589 0.158 0.162],[56.703 109.379 48.007 3.904 43.407 -34.535 7.695 -0.006 -14.638 -2.866 -12.527 -13.737]}
392.26050,0.12181,0.153,-6.657,0.07147,-3.473,[0.612 1.000 0.529 0.411 0.378 0.299 0.153 0.148 0.111 0.294 0.117 0.100],[55.531 98.898 35.457 -18.958 29.102 -37.013 3.335 9.084 -6.819 12.296 -10.863 -18.420]}
392.38231,0.27832,0.201,-5.493,0.04880,-1.772,[0.553 1.000 0.629 0.463 0.262 0.149 0.131 0.097 0.117 0.374 0.115 0.145],[56.542 124.451 42.169 -1.964 50.299 -38.188 19.319 -1.196 -13.728 -3.108 -11.709 -19.481]}
392.66063,0.12227,0.068,-5.586,0.02045,-2.549,[0.499 1.000 0.993 0.529 0.776 0.342 0.188 0.134 0.101 0.147 0.083 0.092],[55.833 108.739 51.868 0.027 44.305 -42.957 1.192 5.799 -0.608 2.312 -4.387 -8.949]}
392.78290,0.35383,0.130,-5.739,0.02449,-1.476,[0.220 1.000 0.763 0.431 0.203 0.129 0.097 0.061 0.105 0.324 0.068 0.117],[56.587 121.013 50.909 -0.983 17.160 -39.194 13.077 2.614 -9.002 8.997 -4.116 -12.160]}
393.13673,0.08703,0.046,-4.683,0.04000,-1.675,[0.651 1.000 0.901 0.816 0.846 0.392 0.098 0.080 0.144 0.161 0.420 0.391],[56.580 84.596 47.635 -1.250 44.460 -47.013 22.657 13.643 -5.044 0.670 -6.100 -11.119]}
393.22376,0.34844,0.099,-4.389,0.07370,-1.726,[0.208 1.000 0.801 0.363 0.368 0.151 0.150 0.133 0.160 0.498 0.085 0.156],[56.464 99.665 47.642 -5.886 24.338 -40.022 6.135 15.463 0.228 1.977 -8.440 -3.260]}
393.57220,0.52299,0.306,-5.584,0.05791,-1.758,[0.092 0.178 0.296 0.300 1.000 0.232 0.117 0.079 0.179 0.125 0.063 0.155],[55.930 115.400 59.785 5.707 5.780 -20.967 18.726 -8.325 1.038 -3.210 -16.444 -1.208]}
394.09519,0.22612,0.196,-6.549,0.19206,-3.886,[0.179 0.238 0.191 0.116 1.000 0.619 0.258 0.195 0.169 0.142 0.153 0.240],[55.243 66.327 52.933 -7.750 31.770 -43.066 14.408 4.170 -4.816 3.159 -5.722 -13.471]}
394.32132,0.20345,0.095,-5.735,0.01909,-2.782,[0.240 0.431 0.142 0.298 1.000 0.524 0.155 0.116 0.414 0.102 0.138 0.412],[55.801 64.328 54.938 4.799 33.192 -45.564 7.404 9.738 -3.012 10.190 -11.312 -15.782]}
394.52476,0.24898,0.095,-6.387,0.06091,-3.135,[0.129 0.318 0.204 0.510 1.000 0.197 0.104 0.070 0.109 0.077 0.060 0.249],[54.723 78.392 55.581 -6.854 27.496 -31.727 -3.805 5.993 1.538 -3.988 -1.616 -4.026]}
394.77374,0.45293,0.347,-6.919,0.04753,-2.760,[0.090 0.077 0.083 0.491 1.000 0.273 0.142 0.075 0.136 0.083 0.059 0.323],[55.694 97.496 70.649 -2.727 27.645 -27.572 24.867 17.918 -5.574 4.588 -3.585 -1.065]}
395.22667,0.17510,0.264,-6.586,0.06744,-2.624,[0.417 0.607 0.459 0.547 0.924 0.291 0.378 0.369 1.000 0.346 0.131 0.383],[56.001 106.865 69.940 9.804 16.961 -31.633 40.062 13.054 -17.662 5.688 -11.200 2.825]}
395.40177,0.59705,0.031,-5.941,0.19578,-2.546,[0.186 0.212 0.148 0.224 0.898 0.520 1.000 0.308 0.225 0.202 0.132 0.189],[55.731 72.885 52.921 -6.538 26.435 -33.333 10.059 4.873 2.381 -16.416 -8.023 -0.847]}
395.99882,0.23238,0.081,-7.626,0.03052,-3.596,[0.257 0.733 0.166 0.180 0.432 0.610 1.000 0.712 0.292 0.204 0.145 0.152],[54.332 48.081 47.753 4.897 23.031 -42.215 1.848 -2.466 10.476 3.512 -9.846 -7.530]}
396.23120,0.23769,0.365,-8.740,0.00789,-3.506,[0.115 0.243 0.107 0.113 0.240 0.489 1.000 0.309 0.167 0.286 0.084 0.097],[54.786 57.984 57.688 1.216 25.838 -46.199 6.030 3.725 -1.403 1.904 -11.421 -5.844]}
396.46889,0.11633,0.107,-6.951,0.01819,-3.796,[0.100 0.903 0.544 0.322 0.737 0.740 1.000 0.794 0.459 0.595 0.171 0.052],[55.145 77.955 70.021 1.960 11.972 -36.087 9.146 7.985 7.785 0.785 -6.785 5.145]}
396.58522,0.08694,0.176,-6.683,0.02893,-2.066,[0.196 0.679 0.485 0.564 0.826 0.837 1.000 0.755 0.370 0.370 0.063 0.034],[55.426 76.317 34.587 7.761 -3.329 -34.973 -3.249 3.806 -2.773 -8.933 4.199 -0.342]}
396.67215,0.15669,0.213,-6.453,0.05764,-3.082,[0.072 0.341 0.176 0.185 0.453 0.434 1.000 0.517 0.217 0.228 0.083 0.031],[55.568 95.275 63.781 -4.788 8.654 -23.369 14.439 8.548 -4.552 6.320 -10.039 -8.404]}
396.82884,0.47619,0.104,-6.133,0.13995,-2.526,[0.114 0.329 0.132 0.154 0.231 0.567 1.000 0.421 0.257 0.258 0.130 0.131],[55.749 86.747 56.476 -5.705 16.241 -32.586 -1.322 12.931 -0.055 -5.994 -2.128 -0.106]}
397.30503,0.35968,0.129,-6.191,0.09868,-2.347,[0.227 0.732 0.142 0.220 0.511 0.273 1.000 0.172 0.111 0.365 0.118 0.185],[56.073 74.169 58.569 -12.221 19.979 -33.397 1.801 8.121 -3.141 -4.131 -4.640 5.395]}
397.66472,0.47605,0.142,-5.672,0.06966,-2.726,[0.205 0.377 0.146 0.610 1.000 0.456 0.226 0.138 0.179 0.331 0.092 0.143],[55.014 58.163 55.468 12.623 10.800 -39.111 8.331 -1.730 -15.715 2.096 -15.679 -7.392]}
398.14077,0.11669,0.220,-7.865,0.06871,-4.402,[0.308 0.729 0.507 0.682 1.000 0.741 0.540 0.363 0.410 0.103 0.047 0.160],[54.594 64.454 44.748 -0.082 9.874 -38.233 5.411 7.913 -11.943 -1.211 -20.336 -14.402]}
398.25746,0.23751,0.013,-8.407,0.12812,-3.180,[0.443 0.785 0.400 0.202 1.000 0.672 0.195 0.116 0.220 0.510 0.164 0.405],[54.787 54.571 55.139 -14.424 20.218 -37.901 3.260 8.308 9.307 0.314 -13.385 -5.331]}
398.49497,0.24254,0.225,-8.153,0.13478,-3.166,[0.242 0.650 0.249 0.473 1.000 0.553 0.714 0.136 0.569 0.177 0.156 0.236],[55.036 82.255 57.445 -13.762 12.036 -33.293 -1.235 -1.937 -0.690 4.424 3.044 1.030]}
398.73751,0.35556,0.218,-6.100,0.15383,-2.723,[0.090 0.481 0.061 0.355 1.000 0.373 0.301 0.091 0.169 0.202 0.057 0.156],[55.895 68.539 54.038 1.249 15.296 -46.411 10.220 11.511 8.697 3.355 -7.120 -1.132]}
399.09306,0.41805,0.210,-6.730,0.21524,-2.714,[0.089 0.198 0.151 0.313 1.000 0.344 0.122 0.081 0.173 0.353 0.068 0.088],[56.121 83.386 67.922 -3.935 6.342 -41.070 12.925 6.219 0.222 7.262 -8.296 1.519]}
399.51111,0.38889,0.128,-7.111,0.05918,-3.218,[0.232 0.520 1.000 0.475 0.268 0.178 0.221 0.199 0.200 0.618 0.159 0.145],[54.498 56.198 60.667 -3.303 16.562 -34.570 12.372 2.359 0.695 -0.592 -22.139 -14.304]}
399.90000,0.49991,0.030,-7.711,0.46227,-3.961,[0.265 0.822 1.000 0.887 0.440 0.334 0.312 0.174 0.258 0.745 0.279 0.227],[54.103 59.671 53.374 -17.514 17.124 -46.974 4.778 13.046 1.447 15.494 2.598 -8.588]}
400.39991,0.23696,0.161,-7.129,0.03138,-2.734,[0.430 0.818 1.000 0.641 0.340 0.153 0.482 0.166 0.129 0.272 0.158 0.262],[55.816 75.121 51.596 -0.901 -7.732 -37.001 1.306 5.311 2.934 6.415 -1.538 -13.120]}
400.63687,0.30839,0.131,-6.140,0.01156,-2.694,[0.197 1.000 0.683 0.343 0.291 0.112 0.115 0.076 0.131 0.325 0.065 0.080],[55.689 67.398 55.635 -0.142 8.359 -44.098 -2.484 4.630 3.419 2.572 -13.726 -7.700]}
400.94526,0.29528,0.206,-6.113,0.06268,-2.814,[0.400 0.776 1.000 0.330 0.341 0.114 0.187 0.056 0.085 0.627 0.119 0.132],[55.962 80.884 69.067 3.403 13.379 -31.546 21.060 0.970 0.728 0.554 -5.318 -2.183]}
401.24054,0.22685,0.343,-6.348,0.06912,-1.689,[1.000 0.938 0.855 0.427 0.513 0.355 0.808 0.286 0.252 0.532 0.403 0.914],[55.356 83.584 64.579 0.525 1.594 -18.557 12.345 -0.659 5.409 -12.101 -18.242 2.706]}
401.46739,0.48195,0.134,-6.035,0.01211,-3.422,[0.620 0.224 0.313 0.152 0.180 0.250 0.270 0.202 0.218 0.460 0.395 1.000],[54.683 47.119 49.509 4.563 19.644 -47.959 14.357 6.258 3.856 -0.253 -14.083 -6.990]}
401.94934,0.35483,0.359,-7.771,0.00726,-3.422,[0.660 0.222 0.108 0.062 0.077 0.084 0.110 0.058 0.053 0.297 0.115 1.000],[55.206 52.849 52.975 -0.784 10.147 -50.119 13.692 4.239 -7.434 1.194 -11.982 -25.672]}
402.30417,0.12109,0.136,-7.867,0.01061,-4.436,[1.000 0.399 0.260 0.368 0.088 0.091 0.473 0.105 0.298 0.355 0.696 0.512],[54.460 72.468 63.778 -6.837 1.559 -37.392 2.470 9.743 2.182 -6.941 -10.844 -7.073]}
402.42526,0.33125,0.101,-7.451,0.25061,-3.177,[0.615 0.301 0.132 0.104 0.137 0.065 0.153 0.057 0.052 0.340 0.080 1.000],[55.529 72.943 65.430 -2.387 -0.991 -42.039 17.284 0.164 -16.861 5.001 -10.562 -13.040]}
402.75651,0.49873,0.108,-7.103,0.39034,-3.614,[0.449 0.263 0.180 0.168 0.239 0.093 0.209 0.079 0.178 0.378 0.359 1.000],[55.194 80.977 48.488 -12.912 0.321 -32.640 1.958 1.480 3.350 21.473 -16.195 -9.530]}
403.25524,0.12141,0.236,-7.709,0.01683,-3.684,[0.686 1.000 0.632 0.455 0.262 0.189 0.095 0.076 0.221 0.582 0.374 0.172],[54.966 66.067 52.167 -14.583 2.495 -46.029 -4.836 4.514 -4.196 0.956 -2.303 -2.335]}
403.37664,0.35424,0.125,-6.278,0.06517,-2.482,[0.365 0.625 1.000 0.412 0.212 0.175 0.209 0.088 0.069 0.368 0.076 0.133],[55.158 77.107 61.833 19.540 10.818 -45.009 20.926 -3.616 -9.389 -3.330 -21.780 -8.188]}
403.73088,0.11660,0.173,-7.562,0.00830,-4.310,[0.595 1.000 0.765 0.537 0.399 0.327 0.181 0.047 0.106 0.595 0.084 0.069],[54.162 44.243 45.234 -6.212 14.545 -46.411 -12.944 4.158 -8.308 -12.387 -2.545 -13.021]}
403.84748,0.35923,0.376,-7.447,0.00744,-2.437,[0.431 0.541 1.000 0.144 0.242 0.138 0.157 0.102 0.073 0.297 0.168 0.161],[55.401 52.087 52.159 6.352 10.813 -48.228 8.909 12.910 -8.317 -6.304 -14.605 -10.715]}
404.20671,0.12263,0.314,-8.225,0.01492,-3.214,[0.473 1.000 0.652 0.508 0.301 0.207 0.083 0.063 0.074 0.511 0.135 0.034],[55.081 55.328 65.454 4.089 8.173 -44.845 21.062 3.747 7.326 10.741 -3.146 -12.538]}
404.32934,0.20902,0.344,-6.883,0.00531,-2.275,[0.667 1.000 0.756 0.385 0.316 0.110 0.088 0.045 0.053 0.334 0.063 0.149],[56.084 72.197 70.059 16.959 0.765 -38.540 8.628 0.858 -1.316 -11.194 -18.545 -16.018]}
404.53837,0.20980,0.178,-6.595,0.06313,-3.550,[0.489 0.659 1.000 0.258 0.732 0.124 0.154 0.128 0.121 0.359 0.202 0.252],[55.000 63.735 53.395 -11.212 13.415 -36.493 4.394 0.434 4.546 17.146 -9.125 -21.605]}
404.74816,0.16730,0.011,-6.781,0.06803,-3.199,[0.480 1.000 0.726 0.411 0.441 0.329 0.145 0.114 0.159 0.426 0.171 0.084],[54.730 99.563 57.038 0.930 0.775 -33.512 18.238 23.780 -2.122 3.425 -11.829 -3.848]}
404.91546,0.37764,0.307,-8.478,0.02703,-3.404,[0.159 0.555 1.000 0.392 0.373 0.124 0.110 0.069 0.075 0.138 0.082 0.104],[54.923 71.397 58.450 5.679 6.079 -26.888 4.324 -1.393 -6.606 15.048 -0.355 -11.222]}
405.29311,0.23206,0.101,-6.654,0.07156,-3.316,[0.258 0.537 0.278 0.246 1.000 0.792 0.316 0.286 0.406 0.166 0.200 0.397],[54.385 47.988 53.273 13.341 2.165 -36.513 14.499 -1.330 -7.521 -20.753 -18.577 -12.465]}
405.52517,0.12658,0.228,-8.976,0.01315,-4.666,[0.176 0.418 0.380 0.462 1.000 0.679 0.361 0.352 0.135 0.092 0.030 0.117],[53.315 25.694 49.954 -0.719 28.000 -49.641 -1.692 -5.838 9.219 0.467 -2.197 -25.729]}
405.65175,0.11651,0.234,-8.678,0.02063,-4.157,[0.182 0.321 0.222 0.502 1.000 0.503 0.190 0.156 0.103 0.060 0.017 0.159],[54.080 35.904 50.468 -7.334 11.443 -49.751 18.284 15.627 4.087 -6.643 1.703 4.771]}
405.76825,0.24417,0.179,-6.924,0.00902,-3.649,[0.171 0.142 0.119 0.449 1.000 0.330 0.223 0.096 0.225 0.083 0.120 0.292],[54.532 42.062 51.716 4.693 11.868 -44.406 16.066 11.927 -3.727 -12.285 -11.697 -13.995]}
406.01243,0.12776,0.278,-8.311,0.02172,-4.620,[0.262 0.598 0.674 0.530 1.000 0.648 0.323 0.316 0.170 0.120 0.046 0.160],[54.151 63.405 63.495 0.202 -4.024 -29.197 21.076 17.759 -6.774 -11.741 -8.525 -12.533]}
406.14018,0.12259,0.090,-8.410,0.02272,-3.040,[0.238 0.473 0.473 0.595 1.000 0.552 0.312 0.307 0.098 0.092 0.092 0.119],[54.637 53.254 73.808 15.870 18.867 -42.504 0.760 -16.834 3.836 6.606 -6.874 -14.352]}
406.26277,0.49302,0.077,-7.329,0.38259,-2.421,[0.064 0.092 0.078 0.259 1.000 0.280 0.143 0.060 0.139 0.087 0.083 0.313],[54.790 45.205 66.854 1.411 18.617 -50.691 15.262 11.001 0.676 -5.844 -9.885 -20.790]}
406.75578,0.24340,0.232,-6.730,0.06263,-2.581,[0.580 0.549 0.215 0.468 1.000 0.652 0.339 0.228 0.429 0.203 0.201 0.751],[54.914 47.398 66.044 13.013 20.604 -36.439 8.973 15.720 2.140 -19.312 -19.532 -13.260]}
406.99918,0.24449,0.010,-8.282,0.12971,-4.206,[0.223 0.289 0.140 0.327 1.000 0.537 0.658 0.337 0.193 0.141 0.116 0.445],[53.850 46.266 63.855 -2.342 20.321 -40.462 16.052 12.575 -12.252 0.341 -13.235 -4.806]}
407.24367,0.37705,0.210,-7.651,0.00971,-4.353,[0.116 0.294 0.132 0.106 0.184 0.450 1.000 0.435 0.226 0.465 0.105 0.112],[54.073 31.498 51.712 -3.579 11.950 -43.982 3.168 3.449 -10.651 -2.009 -17.080 -17.571]}
407.62073,0.08712,0.014,-8.656,0.04204,-5.859,[0.261 0.648 0.458 0.489 0.885 0.827 1.000 0.625 0.398 0.401 0.087 0.078],[52.745 23.123 37.498 -2.697 41.398 -42.706 -14.149 -16.008 -3.790 6.703 -7.589 0.771]}
407.70785,0.16240,0.167,-8.642,0.03732,-4.827,[0.154 0.506 0.254 0.196 0.635 0.484 1.000 0.384 0.242 0.273 0.142 0.064],[53.237 30.884 52.396 -7.886 30.340 -28.363 5.351 12.031 -8.062 -0.167 -5.048 -7.222]}
407.87025,0.12785,0.184,-8.108,0.03977,-4.960,[0.072 0.306 0.235 0.231 0.650 0.634 1.000 0.709 0.388 0.922 0.223 0.059],[53.705 35.976 31.946 -3.986 21.713 -43.917 14.100 6.029 -8.656 -4.840 -2.365 -12.864]}
407.99810,0.23701,0.262,-7.820,0.03832,-4.319,[0.150 0.485 0.227 0.274 0.240 0.281 1.000 0.582 0.175 0.214 0.113 0.113],[54.246 33.153 64.917 6.568 9.371 -38.545 15.071 12.235 -2.111 6.309 -4.313 -5.197]}
408.23510,0.12272,0.254,-9.379,0.01896,-5.434,[0.062 0.395 0.301 0.262 0.621 0.534 1.000 0.547 0.288 0.331 0.107 0.023],[53.677 50.184 89.044 14.915 22.725 -34.874 25.069 16.609 -0.884 2.264 -14.106 -17.673]}
408.35782,0.75456,0.221,-9.023,0.02032,-4.295,[0.039 0.174 0.056 0.069 0.187 0.281 1.000 0.216 0.125 0.141 0.066 0.058],[53.860 44.317 54.589 -0.487 9.450 -37.395 15.227 4.711 -5.661 1.919 1.028 -13.339]}
409.11238,0.13320,0.128,-8.394,0.01451,-4.306,[0.418 1.000 0.561 0.575 0.869 0.634 0.871 0.406 0.175 0.181 0.088 0.243],[53.572 53.419 34.814 4.566 -1.639 -45.262 5.031 5.269 -4.784 6.071 -6.910 -1.467]}
409.24558,0.34789,0.475,-8.456,0.06671,-3.014,[0.382 0.554 0.256 0.509 1.000 0.496 0.417 0.250 0.329 0.693 0.154 0.443],[54.597 32.332 54.257 3.796 20.694 -39.504 12.821 14.377 -7.890 -1.358 -14.576 -15.739]}
409.59347,0.16236,0.060,-9.220,0.04567,-5.507,[0.581 0.964 0.635 0.671 1.000 0.761 0.666 0.178 0.150 0.212 0.110 0.345],[52.799 31.437 38.792 -7.561 16.294 -37.037 6.254 -6.310 -0.771 2.040 -12.757 -8.850]}
409.75583,0.10603,0.249,-8.499,0.05229,-5.432,[0.376 0.851 0.403 0.544 1.000 0.660 0.499 0.285 0.572 0.151 0.063 0.215],[53.205 34.007 41.419 -6.738 18.067 -32.895 17.524 23.176 -19.520 -6.427 -17.172 -23.259]}
409.86186,0.27760,0.133,-9.075,0.17873,-5.046,[0.585 1.000 0.270 0.583 0.818 0.539 0.247 0.235 0.345 0.692 0.183 0.665],[53.775 36.024 47.086 -16.502 24.762 -29.782 3.414 -5.504 -16.136 1.490 -1.409 -10.736]}
410.13946,0.13406,0.028,-8.279,0.01270,-4.972,[0.286 0.732 0.510 0.808 0.862 0.684 1.000 0.357 0.134 0.146 0.099 0.268],[53.476 36.390 48.825 3.566 2.648 -47.611 -0.665 -2.723 -12.144 0.673 -0.640 -0.413]}
410.27351,0.09270,0.390,-8.135,0.00712,-3.954,[0.327 0.832 0.775 0.840 1.000 0.874 0.301 0.172 0.373 0.143 0.194 0.093],[54.202 52.764 58.082 11.940 -2.381 -42.685 -0.945 10.347 -15.718 1.971 -15.860 -10.991]}
410.36621,0.41810,0.146,-7.780,0.09746,-4.609,[0.121 0.499 0.215 0.456 1.000 0.736 0.370 0.117 0.208 0.315 0.120 0.177],[53.791 39.361 58.375 -8.268 13.422 -32.698 15.203 6.543 -10.782 -0.377 -10.327 -11.017]}
410.78431,0.35424,0.346,-7.316,0.00395,-4.030,[0.326 0.360 0.174 0.192 1.000 0.291 0.136 0.102 0.209 0.414 0.090 0.283],[54.637 41.740 64.713 3.926 13.335 -45.353 20.871 11.746 -11.245 -1.472 -16.098 -12.941]}
411.13855,0.15528,0.071,-8.549,0.05170,-5.243,[0.295 1.000 0.468 0.293 0.280 0.249 0.378 0.105 0.080 0.076 0.039 0.087],[53.227 38.852 50.107 -3.681 5.779 -47.168 13.936 14.099 -5.332 9.988 -15.983 -0.044]}
411.29383,0.38345,0.386,-8.764,0.01587,-2.511,[0.112 0.447 1.000 0.474 0.174 0.147 0.220 0.089 0.120 0.409 0.100 0.081],[54.000 35.585 37.552 13.994 15.652 -53.415 9.339 -1.562 -1.796 4.716 -7.558 -6.782]}
411.67728,0.14576,0.310,-9.646,0.02857,-5.468,[0.335 1.000 0.585 0.358 0.273 0.227 0.250 0.042 0.026 0.049 0.024 0.018],[52.569 38.084 27.196 -9.376 2.484 -32.465 10.043 -9.256 -8.899 -1.568 8.291 -3.851]}
411.82304,0.13379,0.236,-9.514,0.00512,-3.856,[0.397 1.000 0.501 0.335 0.273 0.196 0.110 0.027 0.043 0.193 0.021 0.033],[53.382 41.096 37.452 5.001 14.669 -59.717 16.609 15.796 4.112 -10.577 -22.981 -8.816]}
411.95683,0.38984,0.116,-10.170,0.26735,-4.861,[0.091 0.589 1.000 0.455 0.131 0.086 0.116 0.060 0.070 0.152 0.065 0.099],[53.284 31.790 48.404 -16.066 13.151 -44.830 0.341 -1.895 -13.117 8.587 -6.388 -15.233]}
412.34667,0.38766,0.325,-9.011,0.14227,-4.433,[0.119 0.669 1.000 0.311 0.169 0.081 0.088 0.062 0.074 0.253 0.068 0.070],[53.952 44.340 47.463 -1.441 -4.159 -38.395 17.494 -0.207 -16.946 3.439 -14.030 -18.224]}
412.73433,0.36054,0.245,-8.688,0.14190,-3.743,[0.213 1.000 0.737 0.206 0.274 0.072 0.317 0.044 0.070 0.333 0.081 0.080],[53.899 41.035 49.216 -22.491 19.797 -37.151 9.527 7.285 -14.257 5.245 5.543 -7.569]}
413.09488,0.17365,0.173,-8.721,0.05905,-4.700,[0.325 1.000 0.641 0.378 0.226 0.145 0.049 0.036 0.060 0.146 0.059 0.015],[52.843 26.803 59.536 5.565 16.310 -29.462 24.022 6.144 3.904 3.428 -13.756 -1.475]}
413.26853,0.13329,0.256,-8.878,0.01546,-4.917,[1.000 0.685 0.462 0.369 0.156 0.215 0.748 0.102 0.150 0.205 0.395 0.329],[53.342 35.268 45.473 -14.071 10.240 -48.260 -2.411 -8.566 -11.825 2.363 -3.106 -0.496]}
413.40181,0.40050,0.141,-7.981,0.00639,-3.743,[0.516 0.426 0.370 0.249 0.174 0.333 0.331 0.148 0.262 0.604 0.348 1.000],[54.102 35.983 51.849 1.429 17.981 -56.384 17.974 6.386 -10.988 -3.037 -16.863 -12.501]}
413.80231,0.13361,0.081,-9.164,0.01578,-5.233,[1.000 0.334 0.352 0.324 0.366 0.328 0.832 0.095 0.083 0.108 0.130 0.498],[52.930 20.224 40.352 -8.871 23.819 -44.534 -8.759 -12.114 -4.546 -1.051 -3.818 -6.510]}
413.93592,0.13379,0.276,-9.040,0.01125,-4.298,[1.000 0.368 0.082 0.107 0.182 0.083 0.169 0.070 0.278 0.485 0.663 0.292],[53.817 37.819 45.918 8.457 30.114 -45.836 14.883 23.086 -6.017 -1.606 -25.760 -24.462]}
414.06971,0.27220,0.153,-10.165,0.14177,-4.886,[0.579 0.382 0.269 0.140 0.131 0.126 0.216 0.079 0.075 0.245 0.172 1.000],[53.383 30.379 37.975 -0.250 22.809 -42.369 1.906 -9.353 -2.230 -4.071 -7.018 -8.958]}
414.34190,0.12227,0.237,-9.591,0.00825,-4.758,[1.000 0.473 0.548 0.584 0.271 0.285 0.901 0.128 0.121 0.220 0.262 0.681],[52.938 46.001 56.859 4.442 5.811 -50.476 0.979 -13.320 -3.416 5.582 -11.082 -9.598]}
414.46417,0.54594,0.267,-9.254,0.01714,-3.991,[0.426 0.223 0.372 0.175 0.212 0.141 0.177 0.072 0.108 0.368 0.180 1.000],[53.516 39.548 52.049 10.260 12.435 -46.153 15.199 9.286 -10.107 6.848 -1.929 -16.836]}
415.01011,0.40730,0.339,-10.049,0.14671,-3.948,[0.443 0.232 0.282 0.215 0.204 0.100 0.308 0.100 0.189 0.641 0.281 1.000],[53.313 38.070 50.756 3.404 5.432 -41.725 20.320 7.928 -26.842 -3.030 -17.291 -13.488]}
415.41741,0.13846,0.346,-11.502,0.02195,-5.826,[0.931 1.000 0.888 0.606 0.427 0.283 0.045 0.039 0.211 0.913 0.490 0.306],[52.830 36.436 54.553 -12.244 25.167 -34.833 5.038 4.942 -4.599 11.303 2.644 -13.692]}
