start,duration,confidence
489.14554,0.50152,0.340
489.64706,0.49907,0.214
490.14614,0.49994,0.414
490.64607,0.50739,0.326
491.15346,0.51379,0.557
491.66725,0.51884,0.305
492.18609,0.52429,0.557
492.71038,0.52604,0.264
493.23642,0.52778,0.501
493.76420,0.52242,0.196
494.28662,0.53037,0.410
494.81699,0.52524,0.338
495.34224,0.53346,0.634
495.87569,0.53108,0.420
496.40677,0.52627,0.362
496.93304,0.52441,0.373
497.45745,0.52632,0.275
497.98378,0.51682,0.430
498.50060,0.52051,0.312
499.02111,0.50865,0.396
499.52976,0.50983,0.467
500.03959,0.51261,0.315
500.55220,0.51388,0.456
501.06608,0.51828,0.462
501.58436,0.51985,0.341
502.10421,0.52421,0.617
502.62842,0.52842,0.413
503.15685,0.53100,0.263
503.68785,0.53504,0.526
504.22289,0.53956,0.492
504.76245,0.54238,0.389
505.30483,0.54708,0.489
505.85191,0.55241,0.400
506.40432,0.55158,0.277
506.95589,0.55758,0.465
507.51347,0.56240,0.339
508.07587,0.55918,0.248
508.63506,0.56486,0.440
509.19992,0.55342,0.414
509.75334,0.54224,0.262
510.29558,0.54384,0.394
510.83942,0.53546,0.243
511.37488,0.52092,0.170
511.89580,0.52914,0.105
512.42494,0.51706,0.202
512.94200,0.51675,0.321
513.45874,0.51373,0.125
513.97247,0.51977,0.097
514.49224,0.52539,0.103
515.01763,0.52928,0.081
515.54691,0.51845,0.101
516.06536,0.52109,0.152
516.58645,0.53322,0.155
517.11967,0.53798,0.191
517.65765,0.52892,0.164
518.18657,0.51765,0.103
518.70422,0.51079,0.128
519.21501,0.50575,0.114
519.72076,0.50369,0.095
520.22445,0.49153,0.092
520.71598,0.48944,0.048
521.20542,0.48111,0.172
521.68653,0.48376,0.066
522.17029,0.48896,0.106
522.65925,0.49052,0.103
523.14976,0.49797,0.059
523.64774,0.49584,0.055
524.14358,0.49504,0.054
524.63862,0.50183,0.093
525.14045,0.50567,0.028
525.64612,0.50494,0.083
526.15107,0.50240,0.186
526.65346,0.49622,0.089
527.14969,0.50124,0.134
527.65092,0.50220,0.162
528.15312,0.50170,0.159
528.65482,0.50006,0.096
529.15489,0.50203,0.073
529.65692,0.51129,0.044
530.16821,0.50769,0.103
530.67590,0.51655,0.063
531.19245,0.51678,0.051
531.70923,0.52015,0.044
532.22938,0.51944,0.080
532.74881,0.52104,0.057
533.26985,0.51718,0.000
533.78703,0.52369,0.055
534.31072,0.51732,0.088
534.82804,0.51666,0.107
535.34470,0.52550,0.041
535.87020,0.52550,0.153
